produto_id;nome;preco_compra;preco_venda;estoque
565;Soup V8 Roasted Red Pepper;26.16;0.1;33
566;Bread - Roll. Calabrese;97.16;0.1;50
567;Pineapple - Golden;33.47;0.1;1
568;Wine - Puligny Montrachet A.;78.81;0.1;6
569;Flour - Chickpea;8.58;0.1;3
570;Wine - Casablanca Valley;42.2;0.1;45
571;Flour - Pastry;1.91;0.1;17
572;Bacardi Mojito;57.8;0.1;38
573;Crab Meat Claw Pasteurise;76.92;0.1;27
574;Sauce - Black Current. Dry Mix;5.13;0.1;8
575;Syrup - Monin - Passion Fruit;41.75;0.1;41
576;Plasticforkblack;53.63;0.1;42
577;Bagels Poppyseed;11.14;0.1;49
578;Bread - Sticks. Thin. Plain;20.68;0.1;1
579;Mousse - Passion Fruit;83.82;0.1;37
580;Bread Base - Italian;6.83;0.1;36
581;Ice Cream - Chocolate;87.71;0.1;49
582;Pasta - Shells. Medium. Dry;52.52;0.1;38
583;Cheese - Camembert;9.04;0.1;42
584;Ice Cream Bar - Hageen Daz To;35.76;0.1;10
585;Vacuum Bags 12x16;57.82;0.1;42
586;Milk - Chocolate 250 Ml;20.06;0.1;50
587;Hot Chocolate - Individual;82.93;0.1;28
588;Rappini - Andy Boy;97.97;0.1;32
589;Peas - Pigeon. Dry;70.69;0.1;22
590;Vinegar - Raspberry;43.53;0.1;32
591;Sprite. Diet - 355ml;9.9;0.1;0
592;Flour - Bread;39.5;0.1;31
593;Table Cloth 53x69 White;2.84;0.1;31
594;Soup - Knorr. Ministrone;71.96;0.1;26
595;The Pop Shoppe - Grape;18.87;0.1;2
596;Truffle Cups - White Paper;91.71;0.1;41
597;Apple - Royal Gala;68.75;0.1;42
598;Turnip - Mini;36.19;0.1;1
599;Samosa - Veg;79.85;0.1;4
600;Nut - Almond. Blanched. Whole;71.57;0.1;23
601;Ham - Proscuitto;86.32;0.1;24
602;Pastry - Banana Tea Loaf;44.81;0.1;41
603;Jam - Raspberry.jar;73.7;0.1;7
604;Soap - Pine Sol Floor Cleaner;10.2;0.1;42
605;Arctic Char - Fillets;45.64;0.1;11
606;Glaze - Clear;10.84;0.1;39
607;Bread - Burger;52.91;0.1;6
608;Soap - Hand Soap;82.89;0.1;36
609;Zucchini - Mini. Green;19.72;0.1;48
610;Wine - Masi Valpolocell;60.72;0.1;13
611;Sponge Cake Mix - Chocolate;88.24;0.1;7
612;Beef - Sushi Flat Iron Steak;25.59;0.1;27
613;Sauce - Bernaise. Mix;38.91;0.1;46
614;Mix Pina Colada;18.04;0.1;5
615;Wine - White. Pelee Island;93.16;0.1;27
616;Nut - Hazelnut. Whole;6.57;0.1;39
617;Bread Base - Italian;36.02;0.1;28
618;Bread - Wheat Baguette;65.09;0.1;50
619;Oil - Grapeseed Oil;59.36;0.1;22
620;Gingerale - Diet - Schweppes;88.11;0.1;7
621;Cookies - Englishbay Chochip;85.49;0.1;20
622;Pasta - Bauletti. Chicken White;89.99;0.1;50
623;Mushroom - Chanterelle. Dry;67.42;0.1;36
624;Wine - Cabernet Sauvignon;57.65;0.1;6
625;Soup - Canadian Pea. Dry Mix;79.92;0.1;49
626;Shrimp - Tiger 21/25;54.61;0.1;21
627;Myers Planters Punch;68.17;0.1;35
628;Pepper - Pablano;18.4;0.1;45
629;Trueblue - Blueberry;14.61;0.1;35
630;Sansho Powder;88.0;0.1;6
631;Shrimp - 16 - 20 Cooked. Peeled;43.44;0.1;26
632;Lotus Leaves;32.8;0.1;7
633;Veal - Round. Eye Of;40.86;0.1;21
634;Sherbet - Raspberry;93.99;0.1;25
635;Beef - Ground Lean Fresh;4.98;0.1;4
636;Wiberg Super Cure;31.97;0.1;0
637;Bread - Triangle White;82.4;0.1;46
638;Pork - Bones;70.62;0.1;35
639;Beans - French;67.09;0.1;16
640;Chocolate - Unsweetened;71.06;0.1;35
641;Schnappes Peppermint - Walker;93.64;0.1;5
642;Lamb - Whole Head Off;77.98;0.1;10
643;Puree - Passion Fruit;48.03;0.1;33
644;Beef - Ground. Extra Lean. Fresh;82.82;0.1;48
645;Pork - Smoked Kassler;42.32;0.1;20
646;Oysters - Smoked;76.98;0.1;30
647;Beer - Labatt Blue;16.23;0.1;8
648;Wine - Masi Valpolocell;81.88;0.1;33
649;Gelatine Leaves - Envelopes;50.06;0.1;1
650;Heavy Duty Dust Pan;37.42;0.1;5
651;Fudge - Cream Fudge;10.02;0.1;11
652;Trout - Rainbow. Frozen;9.68;0.1;16
653;Pepper - Cayenne;22.24;0.1;35
654;Wine - Red. Metus Rose;55.64;0.1;15
655;Beer - Tetleys;53.96;0.1;7
656;Sauce - Demi Glace;13.31;0.1;32
657;Wine - Red. Cabernet Merlot;1.44;0.1;44
658;Salt - Kosher;10.86;0.1;26
659;Foil - Round Foil;70.33;0.1;7
660;Cheese - Oka;33.41;0.1;0
661;Bread Cranberry Foccacia;91.63;0.1;14
662;Liners - Banana. Paper;89.89;0.1;31
663;Cheese - Parmigiano Reggiano;70.11;0.1;43
664;Apple - Granny Smith;44.63;0.1;14
665;Oil - Avocado;67.0;0.1;27
666;Chinese Foods - Pepper Beef;75.31;0.1;12
667;Tarragon - Fresh;2.35;0.1;22
668;Soda Water - Club Soda. 355 Ml;98.55;0.1;48
669;Mustard Prepared;68.93;0.1;26
670;Wine - Montecillo Rioja Crianza;30.04;0.1;12
671;Cup - 8oz Coffee Perforated;34.14;0.1;47
672;Flour - Strong;13.12;0.1;5
673;Pur Source;84.44;0.1;26
674;Irish Cream - Baileys;61.09;0.1;35
675;Cassis;87.71;0.1;26
676;V8 Pet;46.13;0.1;50
677;Wine - Cava Aria Estate Brut;8.6;0.1;40
678;Cookies - Assorted;13.46;0.1;39
679;Steampan - Foil;73.53;0.1;28
680;Rum - Dark. Bacardi. Black;56.66;0.1;14
681;Island Oasis - Peach Daiquiri;37.91;0.1;11
682;Cookie Dough - Peanut Butter;47.58;0.1;29
683;Kellogs Raisan Bran Bars;17.17;0.1;40
684;Pancetta;67.41;0.1;1
685;Calaloo;83.8;0.1;36
686;Pepper - Black. Crushed;22.78;0.1;23
687;Island Oasis - Banana Daiquiri;60.47;0.1;50
688;Wine - Magnotta. Merlot Sr Vqa;41.65;0.1;3
689;Basil - Fresh;93.64;0.1;41
690;Pork - Shoulder;96.81;0.1;9
691;Pork - Inside;52.3;0.1;40
692;Grapes - Green;73.54;0.1;32
693;Tamarillo;59.28;0.1;41
694;Tomato - Tricolor Cherry;96.61;0.1;31
695;Cake - Cheese Cake 9 Inch;85.57;0.1;47
696;Wine - Spumante Bambino White;3.13;0.1;9
697;Bread - Multigrain Oval;41.32;0.1;6
698;Mousse - Banana Chocolate;42.09;0.1;44
699;Chocolate - Dark Callets;8.47;0.1;2
700;Stainless Steel Cleaner Vision;79.63;0.1;38
701;Snapple - Iced Tea Peach;76.95;0.1;15
702;Pepper - Black. Ground;47.18;0.1;2
703;Port - 74 Brights;85.22;0.1;13
704;Wine - White. Antinore Orvieto;15.28;0.1;5
705;Sugar - Brown. Individual;11.95;0.1;13
706;Wine - Cave Springs Dry Riesling;38.55;0.1;21
707;Pepper - Black. Whole;66.3;0.1;33
708;Wine - Ruffino Chianti Classico;10.47;0.1;26
709;Milk Powder;81.39;0.1;33
710;Carbonated Water - Cherry;82.03;0.1;37
711;Tia Maria;10.39;0.1;26
712;Juice - Ocean Spray Kiwi;65.73;0.1;24
713;Nut - Hazelnut. Whole;93.1;0.1;24
714;Tortillas - Flour. 8;10.87;0.1;16
715;Beer - Blue;57.43;0.1;27
716;Spinach - Baby;85.68;0.1;7
717;Gin - Gilbeys London. Dry;68.61;0.1;35
718;Wine - Rosso Del Veronese Igt;92.88;0.1;21
719;Southern Comfort;70.52;0.1;15
720;Lobster - Cooked;2.35;0.1;47
721;Prunes - Pitted;39.8;0.1;28
722;Nougat - Paste / Cream;62.48;0.1;36
723;Thyme - Dried;20.23;0.1;49
724;Pepper - Red Chili;72.81;0.1;3
725;Bread - Burger;50.18;0.1;32
726;Food Colouring - Green;82.47;0.1;7
727;Hand Towel;46.4;0.1;21
728;Ecolab - Solid Fusion;7.8;0.1;41
729;Veal Inside - Provimi;76.45;0.1;36
730;Sauce - Soya. Light;93.51;0.1;47
731;Currants;87.63;0.1;50
732;Bread - Olive Dinner Roll;24.68;0.1;29
733;Soup - Chicken And Wild Rice;52.45;0.1;28
734;Salmon Steak - Cohoe 8 Oz;72.68;0.1;9
735;Doilies - 12. Paper;80.78;0.1;32
736;Cheese Cloth No 100;40.92;0.1;31
737;Mushrooms - Honey;42.76;0.1;12
738;Salmon - Atlantic. Skin On;7.21;0.1;11
739;Tuna - Yellowfin;88.21;0.1;23
740;Ice Cream - Fudge Bars;48.45;0.1;22
741;Chocolate - Milk Coating;12.46;0.1;24
742;Chocolate - Semi Sweet. Calets;1.37;0.1;7
743;Guava;59.47;0.1;40
744;Oranges - Navel. 72;24.59;0.1;24
745;Pickerel - Fillets;79.19;0.1;26
746;Wine - Hardys Bankside Shiraz;39.46;0.1;27
747;Beer - Mill St Organic;52.19;0.1;6
748;Melon - Cantaloupe;4.14;0.1;49
749;Muffin - Zero Transfat;34.45;0.1;6
750;Napkin White - Starched;14.83;0.1;4
751;Bread - Malt;50.76;0.1;3
752;Wine - Casablanca Valley;46.54;0.1;12
753;Soup - Campbells. Chix Gumbo;75.31;0.1;14
754;Lemonade - Natural. 591 Ml;7.03;0.1;43
755;Squid - Tubes / Tenticles 10/20;49.4;0.1;13
756;Beef - Shank;12.43;0.1;46
757;Onion Powder;75.98;0.1;33
758;Mint - Fresh;47.9;0.1;10
759;Cookies Cereal Nut;70.6;0.1;6
760;Nut - Almond. Blanched. Whole;11.64;0.1;46
761;Juice - Ocean Spray Cranberry;36.34;0.1;18
762;Dc - Sakura Fu;26.08;0.1;44
763;Pastry - Lemon Danish - Mini;52.31;0.1;18
764;Bacardi Raspberry;88.26;0.1;17
765;Soup - Knorr. Chicken Gumbo;3.64;0.1;20
766;Beer - Rickards Red;4.22;0.1;27
767;Wine - Black Tower Qr;20.84;0.1;47
768;Bread - French Baquette;54.24;0.1;13
769;Chocolate - Mi - Amere Semi;29.84;0.1;24
770;Thyme - Lemon. Fresh;21.15;0.1;25
771;Beer - Steamwhistle;53.06;0.1;13
772;Wine - Magnotta - Belpaese;94.67;0.1;12
773;Red Snapper - Fillet. Skin On;9.57;0.1;23
774;Syrup - Monin - Blue Curacao;74.15;0.1;18
775;Bag - Clear 7 Lb;77.08;0.1;5
776;Pears - Fiorelle;71.95;0.1;19
777;Lamb Tenderloin Nz Fr;41.8;0.1;9
778;Squash - Acorn;46.05;0.1;26
779;Duck - Whole;30.21;0.1;27
780;Bread - Flat Bread;38.41;0.1;3
781;Veal - Kidney;31.5;0.1;48
782;Beef - Cooked. Corned;78.56;0.1;11
783;Cheese - Cheddar With Claret;66.59;0.1;40
784;Wine - Red Oakridge Merlot;46.9;0.1;33
785;Beef - Rib Roast. Capless;98.12;0.1;4
786;Bagel - Whole White Sesame;90.7;0.1;5
787;Sauce - Balsamic Viniagrette;36.54;0.1;23
788;Isomalt;22.29;0.1;31
789;Wine - Red. Black Opal Shiraz;82.61;0.1;30
790;Wine - Chardonnay South;47.68;0.1;41
791;Pasta - Penne. Rigate. Dry;30.29;0.1;50
792;Chevril;83.24;0.1;6
793;Nut - Pine Nuts. Whole;90.89;0.1;8
794;Soup - Campbells - Tomato;68.83;0.1;0
795;Bread - Sticks. Thin. Plain;45.07;0.1;1
796;Bagel - Ched Chs Presliced;72.78;0.1;19
797;Cheese - Havarti. Salsa;31.53;0.1;20
798;Soupfoamcont12oz 112con;92.67;0.1;40
799;Venison - Ground;45.0;0.1;29
800;Lettuce - Boston Bib;27.94;0.1;8
801;Phyllo Dough;63.43;0.1;29
802;Pepsi. 355 Ml;58.98;0.1;41
803;Flour - Bread;34.94;0.1;3
804;Artichoke - Fresh;8.64;0.1;7
805;Tea - Camomele;69.72;0.1;5
806;Wine - Rosso Del Veronese Igt;86.63;0.1;14
807;Jagermeister;65.52;0.1;18
808;Pastry - Apple Muffins - Mini;97.61;0.1;46
809;Chocolate - Pistoles. White;96.53;0.1;39
810;Muffin Batt - Blueberry Passion;5.13;0.1;29
811;Pepper - Jalapeno;34.52;0.1;10
812;Juice - Lime;9.68;0.1;2
813;Long Island Ice Tea;24.47;0.1;36
814;Chestnuts - Whole.canned;50.61;0.1;1
815;Bread - White Mini Epi;37.57;0.1;21
816;Devonshire Cream;48.69;0.1;3
817;Bread - 10 Grain Parisian;72.36;0.1;3
818;Sour Puss - Tangerine;48.56;0.1;18
819;Munchies Honey Sweet Trail Mix;66.8;0.1;41
820;Bread - Pita;32.28;0.1;41
821;Bread - Olive;65.82;0.1;1
822;Bag - Regular Kraft 20 Lb;94.56;0.1;6
823;Wine - White. Concha Y Toro;88.0;0.1;5
824;Wine - Sawmill Creek Autumn;13.97;0.1;12
825;Vermouth - Sweet. Cinzano;74.85;0.1;13
826;Blueberries;39.32;0.1;18
827;Croissants Thaw And Serve;51.59;0.1;26
828;Vinegar - Raspberry;6.82;0.1;20
829;Wine - Peller Estates Late;78.38;0.1;33
830;Beer - Steamwhistle;60.71;0.1;18
831;Calypso - Lemonade;43.22;0.1;23
832;Chinese Foods - Chicken Wing;76.68;0.1;43
833;Bay Leaf;34.91;0.1;37
834;Tuna - Yellowfin;44.79;0.1;40
835;Buttons;41.26;0.1;24
836;Glass Clear 7 Oz Xl;92.86;0.1;34
837;Pepsi. 355 Ml;73.12;0.1;18
838;Beef - Ground Lean Fresh;16.79;0.1;13
839;Muffin Mix - Chocolate Chip;44.89;0.1;12
840;Mahi Mahi;76.22;0.1;46
841;Soup - Campbells. Spinach Crm;39.64;0.1;12
842;Ham - Black Forest;16.01;0.1;12
843;Vinegar - Champagne;97.91;0.1;46
844;Muffin Mix - Morning Glory;93.88;0.1;17
845;Peppercorns - Pink;93.55;0.1;30
846;Tomatoes - Vine Ripe. Yellow;24.07;0.1;21
847;Chicken - Soup Base;45.6;0.1;40
848;Cheese - Cheddarsliced;39.71;0.1;18
849;Energy Drink - Franks Pineapple;98.85;0.1;1
850;Pastrami;22.72;0.1;17
851;Cookie Dough - Peanut Butter;65.96;0.1;0
852;Lettuce - Iceberg;93.29;0.1;34
853;Cattail Hearts;53.14;0.1;6
854;Soap - Mr.clean Floor Soap;29.66;0.1;42
855;Sauce - Alfredo;64.81;0.1;44
856;Lime Cordial - Roses;59.63;0.1;14
857;Soup - Tomato Mush. Florentine;46.98;0.1;9
858;Bagel - Everything Presliced;60.9;0.1;26
859;Wine - Magnotta - Pinot Gris Sr;91.25;0.1;26
860;Containter - 3oz Microwave Rect.;55.83;0.1;39
861;Plastic Arrow Stir Stick;88.41;0.1;37
862;Cloves - Whole;95.49;0.1;9
863;Flounder - Fresh;30.24;0.1;31
864;Lotus Root;92.11;0.1;21
865;Eggplant - Regular;66.67;0.1;29
866;Capon - Breast. Double. Wing On;60.15;0.1;36
867;Tomatoes - Orange;20.94;0.1;29
868;Capers - Pickled;15.99;0.1;10
869;Glucose;40.06;0.1;27
870;Ecolab - Balanced Fusion;77.89;0.1;46
871;Rosemary - Primerba. Paste;24.29;0.1;44
872;Coffee Decaf Colombian;15.4;0.1;9
873;Wine - Two Oceans Cabernet;42.74;0.1;50
874;Tart - Raisin And Pecan;50.83;0.1;16
875;Ham Black Forest;56.95;0.1;14
876;Table Cloth 90x90 Colour;65.7;0.1;34
877;Yams;15.27;0.1;15
878;Wine - White. Antinore Orvieto;11.52;0.1;8
879;Madeira;40.46;0.1;35
880;Shiratamako - Rice Flour;30.75;0.1;31
881;Chocolate - Pistoles. White;83.06;0.1;36
882;Calypso - Strawberry Lemonade;48.67;0.1;34
883;Nut - Almond. Blanched. Ground;72.58;0.1;42
884;Veal - Leg. Provimi - 50 Lb Max;68.19;0.1;34
885;Beans - Fava Fresh;31.0;0.1;31
886;Star Anise. Whole;66.05;0.1;1
887;Mousse - Passion Fruit;10.14;0.1;14
888;Wine - Chablis 2003 Champs;28.94;0.1;45
889;Sugar - Splenda Sweetener;44.97;0.1;32
890;Lettuce - Arugula;46.77;0.1;28
891;Parsley Italian - Fresh;11.91;0.1;9
892;Sea Urchin;96.8;0.1;18
893;Muffin Mix - Chocolate Chip;32.35;0.1;17
894;Food Colouring - Green;90.36;0.1;44
895;Pears - Fiorelle;16.73;0.1;47
896;Soap - Pine Sol Floor Cleaner;68.21;0.1;4
897;Basil - Pesto Sauce;1.42;0.1;30
898;Juice - Orange. 341 Ml;30.41;0.1;12
899;Potatoes - Instant. Mashed;8.94;0.1;2
900;Venison - Denver Leg Boneless;71.17;0.1;10
901;Pepsi - Diet. 355 Ml;90.73;0.1;32
902;Pail For Lid 1537;38.48;0.1;16
903;Chickhen - Chicken Phyllo;95.25;0.1;45
904;Oil - Sunflower;10.28;0.1;46
905;Lumpfish Black;68.46;0.1;38
906;Beer - Guiness;91.27;0.1;21
907;Mcguinness - Blue Curacao;93.3;0.1;10
908;Bols Melon Liqueur;18.1;0.1;16
909;Pie Pecan;62.34;0.1;27
910;Wine - Red. Mosaic Zweigelt;35.41;0.1;32
911;Pail - 15l White. With Handle;5.49;0.1;42
912;Dooleys Toffee;28.76;0.1;39
913;Oil - Truffle. Black;55.92;0.1;28
914;Oil - Truffle. Black;28.56;0.1;33
915;Pork - Loin. Bone - In;35.05;0.1;6
916;Towel Multifold;95.24;0.1;30
917;V8 Splash Strawberry Banana;55.11;0.1;26
918;Wine - Piper Heidsieck Brut;3.16;0.1;3
919;Tray - 16in Rnd Blk;9.15;0.1;17
920;Steam Pan Full Lid;85.3;0.1;46
921;Langers - Cranberry Cocktail;81.12;0.1;37
922;Bread - Kimel Stick Poly;93.55;0.1;29
923;Blue Curacao - Marie Brizard;17.5;0.1;33
924;Celery Root;76.25;0.1;23
925;Veal - Knuckle;55.41;0.1;22
926;Beets - Golden;85.54;0.1;15
927;Wine - Chardonnay South;49.3;0.1;45
928;Pasta - Canelloni;56.9;0.1;22
929;Truffle Cups - Brown;23.23;0.1;12
930;Calypso - Pineapple Passion;29.7;0.1;37
931;Extract - Lemon;10.48;0.1;34
932;Lamb - Whole Head Off;57.2;0.1;4
933;Fish - Soup Base. Bouillon;35.93;0.1;36
934;Roe - White Fish;36.34;0.1;25
935;Instant Coffee;96.48;0.1;3
936;Lentils - Green. Dry;57.93;0.1;4
937;Ecolab - Solid Fusion;59.49;0.1;1
938;Soup Campbells Split Pea And Ham;82.23;0.1;7
939;Wine - Kwv Chenin Blanc South;57.02;0.1;37
940;V8 Splash Strawberry Kiwi;32.19;0.1;38
941;Wine - Mondavi Coastal Private;69.25;0.1;45
942;Vinegar - White Wine;32.84;0.1;5
943;Longos - Burritos;86.02;0.1;29
944;Muffin Mix - Chocolate Chip;1.85;0.1;41
945;Juice - Apple. 1.36l;75.89;0.1;7
946;Butcher Twine 4r;49.12;0.1;33
947;Cookie Dough - Oatmeal Rasin;7.08;0.1;43
948;Pears - Bartlett;46.0;0.1;5
949;Anchovy Fillets;81.54;0.1;21
950;Apples - Sliced / Wedge;46.95;0.1;13
951;Vector Energy Bar;76.06;0.1;48
952;Bread - White. Sliced;85.95;0.1;35
953;Flour - Cake;18.13;0.1;20
954;Butter - Pod;89.67;0.1;34
955;Pear - Halves;54.26;0.1;23
956;Appetizer - Assorted Box;16.36;0.1;6
957;Pineapple - Golden;78.63;0.1;17
958;Zucchini - Yellow;7.99;0.1;38
959;Bread Fig And Almond;50.94;0.1;38
960;Cheese - Ricotta;28.59;0.1;5
961;Eggplant Italian;92.21;0.1;50
962;Veal - Slab Bacon;15.38;0.1;4
963;Island Oasis - Banana Daiquiri;2.35;0.1;8
964;Chocolate Bar - Coffee Crisp;18.36;0.1;30
965;Noodles - Steamed Chow Mein;94.35;0.1;6
966;Allspice - Jamaican;6.29;0.1;9
967;Chips Potato Salt Vinegar 43g;66.63;0.1;50
968;Muffin Batt - Blueberry Passion;3.06;0.1;13
969;Flavouring Vanilla Artificial;22.65;0.1;2
970;Squid - Breaded;34.69;0.1;19
971;Flour - All Purpose;21.18;0.1;0
972;Salmon - Smoked. Sliced;57.81;0.1;23
973;Veal - Heart;74.03;0.1;14
974;Wine - Vineland Estate Semi - Dry;12.2;0.1;44
975;Lamb - Loin. Trimmed. Boneless;7.67;0.1;50
976;Sansho Powder;13.99;0.1;0
977;Venison - Racks Frenched;17.33;0.1;34
978;Bread Bowl Plain;77.19;0.1;16
979;Shrimp. Dried. Small / Lb;32.25;0.1;10
980;Tia Maria;95.41;0.1;44
981;Chocolate Bar - Oh Henry;8.66;0.1;7
982;Pork - Liver;62.47;0.1;2
983;Onions - Cooking;52.0;0.1;32
984;Compound - Pear;91.39;0.1;17
985;Bread - Pita. Mini;25.86;0.1;6
986;Cheese - Swiss;41.5;0.1;10
987;Cheese - Swiss;90.73;0.1;13
988;Lime Cordial - Roses;52.35;0.1;19
989;Food Colouring - Orange;45.15;0.1;10
990;Nantucket - Orange Mango Cktl;32.33;0.1;40
991;Beef - Short Loin;79.38;0.1;13
992;Curry Powder;16.3;0.1;45
993;Yams;87.64;0.1;50
994;Calaloo;44.85;0.1;13
995;Flour - Whole Wheat;19.31;0.1;23
996;Dc - Frozen Momji;89.38;0.1;48
997;Basil - Seedlings Cookstown;36.59;0.1;43
998;Doilies - 7. Paper;67.97;0.1;3
999;Mangostein;79.49;0.1;11
1000;Extract - Vanilla.artificial;91.42;0.1;17
